Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual elapsed time (Minutes)
"DL","01/06/2020","1075","N928AT","HSV","22:56","53"
"DL","01/06/2020","1081","N923DZ","PBI","22:57","96"
"DL","01/06/2020","1083","N323US","TUS","12:50","250"
"DL","01/06/2020","1087","N993AT","DAB","12:05","69"
"DL","01/06/2020","1090","N974DL","SDF","21:12","64"
"DL","01/06/2020","1093","N548US","MCO","09:47","93"
"DL","01/06/2020","1094","N310DE","OKC","19:52","140"
"DL","01/06/2020","1095","N949AT","CAE","12:23","58"
"DL","01/06/2020","1099","N548US","FLL","15:00","103"
"DL","01/06/2020","1105","N192DN","SLC","08:00","271"
"DL","01/06/2020","1108","N355DN","PHX","08:00","267"
"DL","01/06/2020","1111","N923DN","ROC","21:45","116"
"DL","01/06/2020","1113","N940AT","ORF","07:27","87"
"DL","01/06/2020","1115","N550NW","SEA","17:36","339"
"DL","01/06/2020","1116","N930AT","MDW","14:24","104"
"DL","01/06/2020","1124","N801DZ","RIC","19:33","83"
"DL","01/06/2020","1127","N989DN","IND","08:50","82"
"DL","01/06/2020","1129","N994DL","BHM","21:09","41"
"DL","01/06/2020","1130","N548US","MSP","22:23","152"
"DL","01/06/2020","1134","N813DN","PBI","08:25","115"
"DL","01/06/2020","1137","N946AT","HSV","20:02","46"
"DL","01/06/2020","1147","N915AT","OKC","08:59","130"
"DL","01/06/2020","1149","N996AT","CAK","09:55","91"
"DL","01/06/2020","1153","N921AT","ORF","17:37","84"
"DL","01/06/2020","1154","N775DE","PIT","13:07","89"
"DL","01/06/2020","1155","N305DQ","ILM","19:20","75"
"DL","01/06/2020","1159","N928DN","BUF","14:08","113"
"DL","01/06/2020","1160","N312DN","DCA","19:40","95"
"DL","01/06/2020","1161","N944AT","DAY","12:30","87"
"DL","01/06/2020","1166","N821DX","MCO","20:35","75"
"DL","01/06/2020","1171","N381DZ","DFW","12:45","129"
"DL","01/06/2020","1173","N813DN","BNA","19:59","70"
"DL","01/06/2020","1176","N914DN","BUF","16:34","107"
"DL","01/06/2020","1177","N923DN","RDU","10:25","75"
"DL","01/06/2020","1180","N665DN","SAN","16:49","289"
"DL","01/06/2020","1181","N989AT","MKE","12:13","119"
"DL","01/06/2020","1186","N945AT","DAL","08:10","127"
"DL","01/06/2020","1191","N672DL","SFO","17:57","331"
"DL","01/06/2020","1193","N997DL","OMA","08:54","146"
"DL","01/06/2020","1197","N903DE","MEM","11:02","75"
"DL","01/06/2020","1198","N910DE","RIC","17:34","76"
"DL","01/06/2020","1199","N303DN","STL","16:13","98"
"DL","01/06/2020","1200","N350DN","BOS","21:10","131"
"DL","01/06/2020","1201","N926AT","IAD","22:28","89"
"DL","01/06/2020","1204","N394DX","DTW","21:03","105"
"DL","01/06/2020","1205","N331DN","SDF","19:01","70"
"DL","01/06/2020","1215","N910DN","MKE","10:51","119"
"DL","01/06/2020","1217","N841DN","MCI","19:55","124"
"DL","01/06/2020","1220","N907DN","LAX","15:15","297"
"DL","01/06/2020","1221","N983AT","ATW","20:15","123"
"DL","01/06/2020","1224","N998DL","MIA","14:14","99"
"DL","01/06/2020","1231","N840DN","SMF","17:24","313"
"DL","01/06/2020","1235","N988AT","MDT","09:40","97"
"DL","01/06/2020","1243","N348DN","DFW","07:30","147"
"DL","01/06/2020","1245","N368NW","FSD","19:56","162"
"DL","01/06/2020","1248","N333DX","AUS","16:09","139"
"DL","01/06/2020","1250","N989DN","HSV","16:21","52"
"DL","01/06/2020","1251","N996DL","SAV","17:34","55"
"DL","01/06/2020","1256","N905DL","CMH","20:59","79"
"DL","01/06/2020","1259","N965AT","OKC","22:34","133"
"DL","01/06/2020","1265","N906AT","SAV","13:22","53"
"DL","01/06/2020","1267","N315DN","LAX","11:12","310"
"DL","01/06/2020","1271","N997DL","BWI","15:14","102"
"DL","01/06/2020","1272","N906DE","CMH","16:33","83"
"DL","01/06/2020","1274","N314DN","BOS","15:08","137"
"DL","01/06/2020","1276","N905DE","CMH","10:01","88"
"DL","01/06/2020","1286","N338DN","LGA","10:30","157"
"DL","01/06/2020","1293","N841DN","MSY","08:58","88"
"DL","01/06/2020","1294","N851DN","JAX","09:25","61"
"DL","01/06/2020","1302","N905DL","SDF","10:33","78"
"DL","01/06/2020","1308","N978DL","OMA","11:10","145"
